Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation  [sfc];Snowfall amount raw  [sfc];Total Cloud Cover  [sfc];High Cloud Cover  [high cld lay];Medium Cloud Cover  [mid cld lay];Low Cloud Cover  [low cld lay];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [80 m above gnd];Wind Direction  [80 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb];Wind Gust  [sfc]
2018;08;21;12;00;10.80;89.00;1005.10;0.90;0.00;100.00;0.00;70.00;100.00;0.00;204.70;10.09;325.18;13.44;339.62;7.29;327.09;10.08
2018;08;21;13;00;10.56;90.00;1004.60;0.80;0.00;100.00;0.00;50.00;100.00;0.00;224.28;11.92;331.11;14.93;344.62;10.03;338.96;11.88
2018;08;21;14;00;9.88;93.00;1004.20;0.30;0.00;100.00;0.00;58.00;100.00;0.00;182.45;12.73;331.26;14.71;338.46;10.79;334.29;12.60
2018;08;21;15;00;9.95;92.00;1004.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;234.07;12.90;329.86;14.20;329.53;10.69;327.38;12.96
2018;08;21;16;00;9.50;93.00;1004.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;259.88;13.28;327.17;14.90;322.85;11.25;320.19;13.68
2018;08;21;17;00;9.02;93.00;1004.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;236.74;13.78;326.73;16.28;324.90;12.48;326.77;15.12
2018;08;21;18;00;8.36;93.00;1004.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;188.68;12.59;329.04;14.83;330.95;14.24;339.27;16.20
2018;08;21;19;00;7.62;94.00;1004.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;139.73;12.10;329.62;13.36;332.74;15.75;349.46;16.56
2018;08;21;20;00;6.92;94.00;1003.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;86.33;11.49;327.80;13.04;332.02;17.31;356.42;16.56
2018;08;21;21;00;6.64;95.00;1004.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;32.93;11.09;324.25;12.98;326.31;18.36;1.12;16.92
2018;08;21;22;00;6.51;95.00;1004.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.89;11.53;321.34;13.90;323.43;18.58;8.91;16.92
2018;08;21;23;00;6.52;95.00;1003.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.99;318.65;14.34;321.12;18.00;16.26;15.48
2018;08;22;00;00;6.67;95.00;1003.80;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.25;317.20;15.86;320.53;17.65;16.59;16.92
2018;08;22;01;00;6.86;96.00;1003.60;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.06;320.19;17.21;322.65;17.94;10.41;18.36
2018;08;22;02;00;6.94;96.00;1003.20;0.20;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.90;322.85;18.37;325.38;18.75;3.30;19.08
2018;08;22;03;00;6.93;96.00;1002.60;0.20;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.98;324.78;18.78;327.53;19.80;360.00;19.08
2018;08;22;04;00;6.88;96.00;1001.60;0.10;0.00;100.00;2.00;0.00;100.00;0.00;0.00;14.78;325.92;18.58;328.47;20.52;1.01;21.96
2018;08;22;05;00;6.90;96.00;1001.10;0.10;0.00;100.00;21.00;0.00;100.00;0.00;0.00;14.08;327.53;17.60;329.24;20.28;6.12;18.36
2018;08;22;06;00;7.02;96.00;1000.60;0.10;0.00;100.00;28.00;0.00;100.00;0.00;0.00;13.09;328.50;16.12;330.57;20.18;15.52;20.52
2018;08;22;07;00;7.34;96.00;1000.30;0.00;0.00;100.00;31.00;1.00;100.00;0.00;13.35;12.59;329.04;14.83;330.95;20.14;24.27;18.36
2018;08;22;08;00;7.68;95.00;1000.30;0.00;0.00;100.00;27.00;5.00;100.00;0.00;38.27;11.30;329.35;11.98;327.26;19.65;28.44;15.84
2018;08;22;09;00;8.15;94.00;1000.70;0.00;0.00;100.00;20.00;6.00;100.00;0.00;81.88;11.75;332.65;12.48;326.77;19.20;30.41;16.56
